Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Price
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1640,1 ,7064
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,07:10,790,1 ,8452
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,800,1 ,7064
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,10:10,170,0,3943
Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,07:10,180,0,7229
Jet Airways,2019-01-04,Mumbai,Hyderabad,BOM → HYD,02:55,85,0,5678
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,18:15,1485,1 ,5406
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,425,1 ,12681
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,21:10,775,1 ,13784
IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,15:30,155,0,4174
Air India,2019-01-04,Kolkata,Banglore,CCU → BLR,20:45,155,0,4460
SpiceJet,2019-01-04,Kolkata,Banglore,CCU → BLR,22:20,140,0,3841
Air Asia,2019-01-04,Kolkata,Banglore,CCU → BLR,22:50,150,0,4107
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,10:00,795,1 ,7893
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → VGA → BLR,07:00,1620,2  ,9836
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → AMD → BLR,07:00,1345,2  ,12849
Air India,2019-01-04,Kolkata,Banglore,CCU → MAA → BLR,14:35,1485,1 ,5006
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,10:00,1595,1 ,5406
Air Asia,2019-01-04,Kolkata,Banglore,CCU → BLR,19:55,150,0,3807
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,685,1 ,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,590,1 ,12681
GoAir,2019-01-04,Kolkata,Banglore,CCU → AMD → BLR,16:40,455,1 ,5171
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,01:30,165,0,4423
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:00,355,1 ,8977
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,09:35,690,1 ,10953
Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,06:00,165,0,4544
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,21:10,450,1 ,8849
Air India,2019-01-04,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,1830,2  ,9258
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,1720,1 ,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,21:10,730,1 ,8849
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,1495,1 ,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1695,1 ,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,09:35,575,1 ,11467
Air India,2019-01-04,Mumbai,Hyderabad,BOM → HYD,21:05,80,0,2050
SpiceJet,2019-01-04,Kolkata,Banglore,CCU → MAA → BLR,15:05,315,1 ,4649
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,1440,1 ,8452
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1485,1 ,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,850,1 ,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,425,1 ,7064
IndiGo,2019-01-04,Delhi,Cochin,DEL → BOM → COK,20:25,305,1 ,5073
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,22:50,825,1 ,5177
Air India,2019-01-04,Kolkata,Banglore,CCU → BLR,14:15,150,0,6245
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,590,1 ,7851
Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,1155,2  ,9920
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,10:00,540,1 ,5406
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,685,1 ,12681
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,04:00,170,0,3943
SpiceJet,2019-01-04,Delhi,Cochin,DEL → MAA → COK,06:05,315,1 ,5351
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:00,1550,1 ,8610
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,585,1 ,7064
IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,20:05,95,0,2227
Jet Airways,2019-01-04,Mumbai,Hyderabad,BOM → HYD,10:20,90,0,3205
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,21:10,665,1 ,13364
IndiGo,2019-01-04,Delhi,Cochin,DEL → COK,14:20,195,0,4729
IndiGo,2019-01-04,Kolkata,Banglore,CCU → MAA → BLR,08:10,290,1 ,5069
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1545,1 ,7064
Air Asia,2019-01-04,Banglore,Delhi,BLR → DEL,04:55,170,0,4282
IndiGo,2019-01-04,Kolkata,Banglore,CCU → BLR,04:40,155,0,4174
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1655,1 ,12681
Air India,2019-01-04,Banglore,Delhi,BLR → DEL,06:10,165,0,5176
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,965,1 ,7064
Jet Airways,2019-01-04,Mumbai,Hyderabad,BOM → HYD,19:35,90,0,5678
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,1610,1 ,7064
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,1595,1 ,7770
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,14:00,300,1 ,5177
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:25,1295,1 ,11467
Air India,2019-01-04,Mumbai,Hyderabad,BOM → HYD,06:20,80,0,3100
IndiGo,2019-01-04,Kolkata,Banglore,CCU → NAG → BLR,18:05,325,1 ,6284
Air India,2019-01-04,Kolkata,Banglore,CCU → BOM → HBX → BLR,16:50,1530,2  ,7893
Air India,2019-01-04,Mumbai,Hyderabad,BOM → HYD,19:30,75,0,2050
IndiGo,2019-01-04,Kolkata,Banglore,CCU → PAT → BLR,09:20,295,1 ,10308
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,09:35,1520,1 ,11467
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,920,2  ,10408
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,735,1 ,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,1025,1 ,7064
GoAir,2019-01-04,Banglore,Delhi,BLR → DEL,20:55,165,0,4239
SpiceJet,2019-01-04,Kolkata,Banglore,CCU → PNQ → BLR,08:35,520,1 ,6013
Air India,2019-01-04,Kolkata,Banglore,CCU → BBI → BLR,09:10,245,1 ,5793
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,705,1 ,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,1330,1 ,7064
Jet Airways,2019-01-04,Mumbai,Hyderabad,BOM → HYD,10:20,90,0,8040
Air India,2019-01-04,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,1200,2  ,12219
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,1495,1 ,12681
Air India,2019-01-04,Kolkata,Banglore,CCU → BOM → TRV → BLR,09:25,1505,2  ,12009
Vistara,2019-01-04,Banglore,Delhi,BLR → DEL,19:30,165,0,5613
SpiceJet,2019-01-04,Kolkata,Banglore,CCU → BLR,17:10,150,0,3841
Air India,2019-01-04,Kolkata,Banglore,CCU → IXR → BBI → BLR,05:50,445,2  ,5562
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,730,1 ,7064
IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,02:35,90,0,2754
IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,19:05,90,0,2754
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,09:00,1655,1 ,5406
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1595,1 ,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,865,1 ,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1335,1 ,12681
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,20:00,170,0,4823
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1430,1 ,12681
Air India,2019-01-04,Banglore,Delhi,BLR → DEL,13:20,170,0,5911
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:30,930,1 ,7893
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,365,1 ,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,1025,1 ,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1640,1 ,12681
Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,1660,2  ,9920
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → GAU → BLR,10:20,435,1 ,6077
GoAir,2019-01-04,Banglore,Delhi,BLR → DEL,07:45,175,0,4239
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:25,1540,1 ,12121
SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,21:10,175,0,3573
IndiGo,2019-01-04,Kolkata,Banglore,CCU → BBI → BLR,19:35,220,1 ,4226
Vistara,2019-01-04,Banglore,Delhi,BLR → DEL,21:00,170,0,5403
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1595,1 ,12681
Air India,2019-01-04,Delhi,Cochin,DEL → MAA → COK,09:45,1420,1 ,5117
Air India,2019-01-04,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,590,2  ,9258
IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,16:55,90,0,3175
SpiceJet,2019-01-04,Mumbai,Hyderabad,BOM → HYD,13:15,90,0,1965
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,08:30,170,0,4823
Jet Airways,2019-01-04,Delhi,Cochin,DEL → BOM → COK,18:15,1100,1 ,5406
SpiceJet,2019-01-04,Kolkata,Banglore,CCU → BLR,06:55,155,0,3841
SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,21:10,175,0,3625
Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → BLR,09:50,675,1 ,8030
SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,05:55,160,0,3971
Air India,2019-01-04,Delhi,Cochin,DEL → MAA → COK,20:40,765,1 ,5117
SpiceJet,2019-01-04,Delhi,Cochin,DEL → BLR → COK,17:55,295,1 ,4957
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,07:10,945,1 ,8295
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,740,1 ,7064
IndiGo,2019-01-04,Kolkata,Banglore,CCU → PNQ → BLR,21:00,315,1 ,5930
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,475,1 ,7851
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,330,1 ,10056
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1430,1 ,7064
IndiGo,2019-01-04,Mumbai,Hyderabad,BOM → HYD,21:20,90,0,2227
Vistara,2019-01-04,Banglore,Delhi,BLR → DEL,11:30,170,0,5403
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,06:05,165,0,3943
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,1220,1 ,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,705,1 ,12681
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,07:10,700,1 ,7927
Vistara,2019-01-04,Delhi,Cochin,DEL → COK,14:40,190,0,4851
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,06:30,855,1 ,7064
Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,19:50,180,0,4544
Air India,2019-01-04,Delhi,Cochin,DEL → MAA → COK,17:20,965,1 ,5117
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,730,1 ,12681
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,865,1 ,8505
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,1550,1 ,7064
SpiceJet,2019-01-04,Banglore,Delhi,BLR → DEL,09:30,170,0,3919
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,1655,1 ,7064
Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,18:55,185,0,4544
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,09:35,505,1 ,9314
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,07:10,175,0,4823
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,765,1 ,7980
Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,15:15,175,0,7229
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,910,1 ,7064
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,475,1 ,12996
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,07:10,1655,1 ,8505
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,08:25,740,1 ,12681
IndiGo,2019-01-04,Banglore,Delhi,BLR → DEL,13:00,170,0,4591
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,945,1 ,7064
Jet Airways,2019-01-04,Banglore,Delhi,BLR → DEL,17:45,180,0,4544
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,14:05,510,1 ,13364
Air India,2019-01-04,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,805,2  ,12125
Air India,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:30,1110,1 ,7893
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,20:00,735,1 ,12681
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,20:20,1350,1 ,7927
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1695,1 ,12681
Air India,2019-01-04,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,1390,2  ,9258
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,14:05,400,1 ,13364
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,16:30,1430,1 ,12681
Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,18:55,800,1 ,12681
Air India,2019-01-04,Delhi,Cochin,DEL → COK,05:10,170,0,4729
Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,17:00,1640,1 ,9135
Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,1385,2  ,13227
Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,1385,2  ,13227
Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → BLR,16:45,1700,1 ,7452
IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,20:20,155,0,4804
Air India,2019-01-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,1830,2  ,10151
IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,18:25,175,0,4823
IndiGo,2019-01-05,Delhi,Cochin,DEL → BOM → COK,07:30,810,1 ,8542
IndiGo,2019-01-05,Chennai,Kolkata,MAA → CCU,19:35,140,0,3597
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → GAU → BLR,10:20,435,1 ,5608
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,845,1 ,13941
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,1610,1 ,9663
IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,20:05,95,0,2227
Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,08:20,180,0,5198
IndiGo,2019-01-05,Chennai,Kolkata,MAA → CCU,05:15,145,0,3850
Vistara,2019-01-05,Banglore,Delhi,BLR → DEL,07:00,160,0,4668
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,910,1 ,8586
Air India,2019-01-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,590,2  ,10676
IndiGo,2019-01-05,Kolkata,Banglore,CCU → BBI → BLR,19:35,220,1 ,4226
Air Asia,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,07:35,955,1 ,5192
Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,18:55,185,0,4030
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,505,1 ,10703
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1285,1 ,9314
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,450,1 ,14781
SpiceJet,2019-01-05,Chennai,Kolkata,MAA → CCU,17:45,140,0,3543
Air Asia,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,500,2  ,5192
IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,11:30,155,0,5644
SpiceJet,2019-01-05,Kolkata,Banglore,CCU → IXB → BLR,11:15,435,1 ,8844
Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1065,1 ,9187
Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,07:00,555,1 ,10203
SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,09:00,145,0,4174
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → GAU → BLR,10:20,435,1 ,8355
Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,17:45,180,0,7229
IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,00:30,175,0,4284
IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,17:15,155,0,4804
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,395,1 ,13067
Air India,2019-01-05,Mumbai,Hyderabad,BOM → HYD,19:30,75,0,3100
IndiGo,2019-01-05,Kolkata,Banglore,CCU → PAT → BLR,09:20,295,1 ,8443
SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,09:00,145,0,3841
GoAir,2019-01-05,Kolkata,Banglore,CCU → AMD → BLR,16:40,455,1 ,6484
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,730,1 ,8586
Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,02:55,85,0,3210
Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,10:20,90,0,8040
IndiGo,2019-01-05,Kolkata,Banglore,CCU → BLR,04:40,155,0,4804
IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,09:10,90,0,4575
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,575,1 ,9314
IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,01:30,165,0,4077
GoAir,2019-01-05,Banglore,Delhi,BLR → DEL,20:55,165,0,3898
Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → COK → BLR,20:30,1035,2  ,15164
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1005,1 ,9314
Air India,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,10:00,375,1 ,10203
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,800,1 ,9663
Air India,2019-01-05,Mumbai,Hyderabad,BOM → HYD,21:05,80,0,3625
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,1090,1 ,13941
Jet Airways,2019-01-05,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,1760,2  ,16704
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1480,1 ,12121
Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,1185,2  ,14960
Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → AMD → BLR,09:25,1200,2  ,14687
Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,02:55,85,0,5678
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,1540,1 ,14151
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,18:55,910,1 ,13941
IndiGo,2019-01-05,Delhi,Cochin,DEL → BOM → COK,18:35,415,1 ,8854
IndiGo,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,15:15,290,1 ,4775
SpiceJet,2019-01-05,Mumbai,Hyderabad,BOM → HYD,22:45,90,0,1965
SpiceJet,2019-01-05,Chennai,Kolkata,MAA → CCU,09:45,135,0,3597
Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:20,765,1 ,8452
Jet Airways,2019-01-05,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,1375,2  ,15129
Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,1255,2  ,16372
Air Asia,2019-01-05,Banglore,Delhi,BLR → DEL,23:55,170,0,4483
Air India,2019-01-05,Delhi,Cochin,DEL → MAA → COK,20:40,765,1 ,7480
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1500,1 ,11467
Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,07:10,1555,1 ,8452
Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,09:25,545,1 ,8891
Air India,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,19:00,965,1 ,6117
SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,17:10,150,0,4174
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,875,1 ,13941
Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,1840,2  ,12723
Air India,2019-01-05,Kolkata,Banglore,CCU → MAA → BLR,14:35,1440,1 ,7001
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1285,1 ,11467
SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,22:20,140,0,3873
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,800,1 ,14388
Multiple carriers,2019-01-05,Delhi,Cochin,DEL → BOM → COK,09:00,615,1 ,15373
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,09:35,1520,1 ,12121
Air India,2019-01-05,Kolkata,Banglore,CCU → HYD → BLR,19:00,580,1 ,6117
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,800,1 ,14781
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,20:00,845,1 ,8586
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1745,1 ,14151
SpiceJet,2019-01-05,Kolkata,Banglore,CCU → BLR,06:55,155,0,3873
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,365,1 ,14781
IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,06:05,165,0,4423
Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → BBI → BLR,05:50,445,2  ,7662
Multiple carriers,2019-01-05,Delhi,Cochin,DEL → BOM → COK,10:20,520,1 ,9794
Vistara,2019-01-05,Banglore,Delhi,BLR → DEL,21:00,170,0,4668
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,1315,1 ,14388
Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,2065,2  ,10991
Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,08:20,180,0,7229
Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,07:05,85,0,8040
Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,17:00,1640,1 ,8610
IndiGo,2019-01-05,Kolkata,Banglore,CCU → NAG → BLR,18:05,325,1 ,6218
Air India,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,1045,2  ,10991
IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,13:00,170,0,4423
Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,19:35,90,0,5678
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,510,1 ,10844
IndiGo,2019-01-05,Mumbai,Hyderabad,BOM → HYD,19:05,90,0,2754
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,450,1 ,10844
Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,18:55,185,0,7229
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,08:25,685,1 ,14781
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,730,1 ,14781
Air India,2019-01-05,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,805,2  ,13227
IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,10:10,170,0,3943
Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,19:35,90,0,2228
Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → HBX → BLR,09:25,535,2  ,8366
IndiGo,2019-01-05,Banglore,Delhi,BLR → DEL,18:55,175,0,4823
Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,07:10,790,1 ,8610
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,06:30,590,1 ,14781
IndiGo,2019-01-05,Chennai,Kolkata,MAA → CCU,14:45,140,0,3597
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,14:05,1090,1 ,8586
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,20:25,870,1 ,12121
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,1055,1 ,8586
IndiGo,2019-01-05,Chennai,Kolkata,MAA → CCU,07:55,140,0,3850
Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,07:05,85,0,4995
Air India,2019-01-05,Chennai,Kolkata,MAA → CCU,11:40,135,0,4667
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,16:30,945,1 ,13941
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,21:10,730,1 ,10844
Jet Airways,2019-01-05,Banglore,Delhi,BLR → DEL,15:15,175,0,7229
Air India,2019-01-05,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,1275,2  ,11281
Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,08:25,590,1 ,14781
